Id,Você mora no Brasil?,Qual estado você mora?,Qual perfil você mais se identifica?,Você é um desenvolvedor focado em front-end?,Há quanto tempo você desenvolve front-end?,AngularJS,Backbone.js,Ember.js,jQuery,KnockoutJS,Other,Você utiliza algum padrão de módulo (module pattern) Javascript?,AMD,CommonJS,Other,Você utiliza alguma ferramenta para gerenciamento de pacotes front-end?,Bower,NPM,Volo,Jam,Other,Você utiliza alguma ferramenta para a automatização de tarefas relacionadas ao desenvolvimento front-end?,Grunt,Gear,Ant,Make,Cake,Jake,Rake,Bash,Other,Você desenvolve testes para o código Javascript?,Unitários,Integração ou End-to-End,Performance,Other,Você utiliza alguma ferramenta para auxiliar a realização dos testes?,QUnit,Karma,Jasmine,Sinon,Mocha,Other,Você utiliza alguma ferramenta de controle de versão?,Git,Mercurial,Subversion,Rational,Other,Você utiliza algum pré-processador CSS?,LESS,Sass,Stylus,Roole,Other,Você usa algum framework CSS?,Twitter Bootstrap,Topcoat,Foundation,Pure CSS,Other,Você usa alguma template-engine?,dust.js,Handlebars.js,Mustache.js,Jade,A do próprio framework,Other,Você utiliza alguma outra linguagem para escrever Javascript?,Marque qual linguagem você escreve Javascript:,Minifico o HTML,Minifico os arquivos CSS,Minifico os arquivos JS,Combino arquivos CSS,Combino arquivos JS,Otimizo as imagens,Uso arquivos servidos em um CDN público,Uso arquivos servidos em um CDN próprio,Other,Quais navegadores antigos você dá suporte?,Qual navegador você utiliza para desenvolvimento?,Como você vê o seu desenvolvimento para mobile?,Sublime Text,WebStorm (Jet Brains),Notepad++,Visual Studio,Dreamweaver,VI / VIM,Emacs,TextMate,NetBeans,Eclipse,Brackets,Other
451,1,SP,B,,C,1,,,1,,,1,1,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,0,,,1,1,,,1,1,,,2,0,2,1,,,,,,,,,,,
453,1,SC,A,1,D,,1,,1,,,1,,1,,1,,1,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,2,1,,,,,,,,,,,
454,1,SP,B,,C,,,,1,,,2,,,,0,,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,1,1,,,1,,1,,,,1,,,,,1,0,,,,,,,0,,1,1,1,1,1,1,,,,2,1,2,1,,1,,,,,,,,,
458,1,AL,E,1,B,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,1,,,,,,3,0,2,,,,,,,,,,,1,
464,1,AL,F,1,D,,1,,1,,,1,,1,,1,,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,0,,,,,,1,,1,,,,,0,,,1,1,1,1,,,,,3,0,1,,1,,,,,,,,,,
465,1,RJ,F,1,C,,,,1,,,0,,,,0,,,,,,1,,,,,,,,1,1,0,,,,,,,,,,,,1,1,,,,,1,,1,,,,1,,,,,1,0,,,,,,,0,,1,1,1,1,1,1,,,,3,1,2,1,,1,,,1,,,,,,1
470,1,MG,A,0,A,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,,,,2,0,2,1,,1,,,,,,,,,
471,1,RJ,B,,A,,,,,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,,1,,,,3,1,2,1,,,,,,,,,,,
473,1,PE,B,,B,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,1,1,,,,0,,,,,,,1,1,,,,,0,,,,,,1,1,,1,,,0,,,,,,,0,,,,,1,,1,,,,2,0,0,1,,,,1,,,,,,,
476,1,RJ,A,1,D,1,,,1,1,,1,1,,,1,1,1,,,,1,1,,,,,1,,,,1,1,,,,1,1,,1,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,,1,,,1,,1,0,1,1,1,1,1,1,1,,,2,0,2,1,1,,1,,,,,,,,
478,1,PE,B,,A,,,,1,,,0,,,,1,1,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,,1,,,0,,,,,,,0,,1,1,1,1,1,1,1,,,2,0,2,1,,,,,,,,,,,
481,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,1,1,,,,1,,,1,1,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,2,1,,,,1,,,,,,,
482,1,RJ,A,0,D,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,0,,,,,,0,,,,,,,0,,1,1,,1,,1,,,,1,0,1,,,,1,,,,,,,,
484,1,BA,B,,D,1,,,1,,1,1,1,,,1,1,,,,,1,1,,,,,,,,,1,1,1,1,,1,1,1,1,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,1,,1,,1,1,,0,,1,1,1,1,1,1,1,,,2,0,2,1,,,,,1,,,,,,
485,1,PE,B,,D,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,1,,,1,,0,,,,,,,1,1,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,1,2,1,,,,,,,,,,,
486,1,SP,E,1,B,1,,,1,,,1,,1,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,1,1,,1,,,0,,,,,,,0,,,1,,1,1,1,1,,,2,0,2,1,,1,,1,,,,,,,
487,1,SP,B,,D,1,,,1,,,1,,1,,1,,1,,,,1,1,,1,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,1,,,,,1,1,,1,,1,0,,,,,,,0,,,1,1,1,1,1,1,,,2,0,2,1,,1,,,,,,1,,,1
489,0,,B,,D,,1,,1,,,1,1,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,,1,,,,1,1,,1,1,,1,,1,1,,,,0,,1,1,1,1,1,1,1,,,2,0,2,1,1,,,,,,,,,,
491,1,SP,B,,A,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,1,,,,,0,,,,,,0,,,,,,,0,,,1,1,1,,1,,,,2,1,2,1,,,,,,,,,,,
492,1,SP,B,,C,1,,,1,,,0,,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,,1,,,1,,1,,,,,0,,,1,1,1,,1,,,,2,0,2,1,,,,,,,1,,,,
495,1,RS,B,,D,1,,,1,,,0,,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,0,,,,,,1,,,,1,,1,1,0,,1,1,1,1,1,,,,3,0,2,1,,1,,,,,,,,,
496,1,SC,B,,D,1,,,1,,,1,1,,,1,,1,,,,1,1,,,,,,,1,,0,,,,,,,,,,,,1,1,,,,,1,,1,,,,0,,,,,,0,,,,,,,0,,,1,1,1,1,1,1,,,2,0,2,1,,,,,1,,,,,,
499,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,1,,,1,,0,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,1,1,1,1,1,,,,2,1,1,1,,,,1,,,,,,,
502,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,1,,,0,,,,,,,0,,,,,1,1,1,,,,2,0,3,1,,,,,,,,,,,
503,1,SP,B,,C,1,,,1,,,2,,,,0,,,,,,1,1,,,,,,1,1,,1,,,1,,0,,,,,,,1,1,,,,,1,1,1,1,,,1,1,,1,,,1,,1,,,,,1,0,,1,1,1,1,1,1,,,1,0,2,1,,,,,,,,,,,
504,1,SP,B,,B,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,1,,,1,,0,,,,,,,1,,,,,1,1,1,1,,,,0,,,,,,0,,,,,,,0,,,1,1,1,1,1,,,,2,0,3,1,,,,,,,,,,,
505,1,SC,A,0,D,1,,,,,,1,,1,,1,1,1,,,,1,1,,,,,,,1,,0,,,,,,,,,,,,1,1,,1,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,1,1,1,1,1,,,,3,0,2,1,,1,,,,,,,,,
506,1,SP,E,1,B,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,1,1,,1,,,,1,1,2,,,,,1,,,,,,,
508,1,SP,B,,D,1,,,1,,,1,1,1,,1,1,1,,,,1,1,,,,,,1,,,0,,,,,,,,,,,,1,1,,1,,,1,1,1,,,,1,1,,1,1,,1,,1,,,,,0,,1,1,1,1,1,1,1,,,2,0,2,1,,,,,,,,,,,
510,1,ES,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,1,,1,,,,2,1,2,1,,,,,,,,,,,
512,1,SP,B,,D,1,1,,1,,,0,,,,1,,1,,,,1,1,,,,,,1,,,1,1,1,1,,1,,,1,,,,1,1,,,,,1,1,1,,,,1,1,,1,1,,1,,,,,1,,0,,,1,1,1,1,1,,1,,2,0,3,1,,,,,1,,,,,,
513,1,SP,B,,D,,,,1,,,0,,,,1,1,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,,1,,,,1,1,,,1,,0,,,,,,,0,,,1,1,1,1,1,,,,2,1,2,1,,,,,,,,,,,
515,1,SC,E,1,D,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,1,,,,,1,1,,1,1,,0,,,,,,,0,,,1,1,1,1,1,,,,2,0,2,1,,,,,,,,,,,
516,1,PE,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,1,,1,,,,2,1,0,1,,,,1,,,,,,,
517,1,SP,B,,C,,,,1,,,2,,,,0,,,,,,1,,,,,,,,,1,1,,1,,,0,,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,1,1,,,,1,1,2,1,,,,,,,,,,,
531,1,SP,E,1,D,,1,,1,,,1,1,,,0,,,,,,0,,,,,,,,,,1,1,1,1,,0,,,,,,,1,1,,,,,1,1,1,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,2,1,,,,,,,,,,,
535,1,SP,E,1,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,1,1,,,,3,1,3,,,,,,,,,,,,1
538,1,SP,B,,B,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,1,1,,1,,,0,,,,,,,0,,,,,1,,1,,,,2,0,4,1,,1,,,,,,,,,
540,1,SP,E,1,C,,,,1,,,0,,,,0,,,,,,1,,,,,,,,,1,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,1,0,2,1,,,,1,,,,,,,
541,1,SP,B,,C,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,1,1,,1,,,,1,1,4,1,,,,,,,,,,,
546,1,SP,B,,C,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,,1,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,4,1,,,,,,,,,,,
548,1,SP,B,,C,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,1,,,0,,,,,,,0,,,,,1,,1,,,,1,0,2,1,,,,1,,,,,,,
550,1,DF,B,,C,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,1,,,3,0,2,1,,,,,,,,,,,
552,0,,B,,D,,,,1,,,0,,,,1,1,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,1,,,,1,1,,1,1,,0,,,,,,,0,,1,1,,1,,1,,,,2,0,2,1,,,,,,,,,,1,
557,1,MG,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,0,,,,,,1,1,,1,,,1,,,,,1,,0,,,1,1,1,,1,,,1,3,0,2,1,,,,1,,,,,,,
560,1,GO,B,,D,1,,,1,,1,2,,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,1,,,,,1,1,,,,1,1,,1,,,1,,0,,,1,1,1,1,1,1,,,2,0,2,1,,,,,,,,,,,
570,1,RS,B,,D,,,,1,,,1,1,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,1,1,,,,1,1,,,,,0,,,,,,,0,,,1,1,1,1,1,1,1,,2,1,4,1,,,,,,,,,,,
576,1,SP,B,,D,,1,,1,,,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,1,1,,1,,1,1,,1,,1,,1,1,,,,,1,,1,,,,1,1,,1,1,,1,,1,,1,,1,0,,1,1,1,1,1,1,1,1,,1,0,2,1,,,,,,,,,,,
581,1,PE,B,,D,,,,1,,,1,,,1,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,1,,1,,1,1,,,,,0,,,,,,,0,,,1,1,1,,1,,,,2,0,2,1,,,,,,,1,,,,
585,1,MS,B,,D,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,,1,,,,1,1,,1,,,0,,,,,,,0,,1,1,,1,,1,,,,2,0,1,1,,,,,,,,,,,
587,1,RJ,A,0,D,,,,1,,,0,,,,1,,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,1,1,,,1,,1,,1,,,,,0,,,1,1,1,1,1,1,,,2,0,1,1,,,1,,,,,,,,
588,1,RJ,F,0,A,,,,1,,,0,,,,1,,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,1,1,1,,,2,0,2,1,,,,,,,,,,,
591,1,RJ,A,0,A,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,1,,2,0,1,,,,1,,,,,,,,
595,1,BA,E,1,D,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,,,1,0,,,,,,0,,,,,,0,,,,,,,0,,,1,1,1,1,1,,,,2,0,3,,,,1,,,,,,,,
596,1,PR,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,,1,,,,1,1,,,,,0,,,,,,,0,,,1,,1,,1,,,,1,0,2,1,,,,,,,,,,,
597,1,SP,B,,D,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,,1,1,,,1,1,,,,,0,,,,,,,0,,,,,,,1,,,,3,0,2,1,,,,,,,,,,,
600,1,RS,A,0,D,,,,1,,1,1,1,,,1,,1,,,,1,1,,,,,,,,,1,1,,,,1,1,,,1,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,,1,,,,2,1,2,,,,,,,,,,1,,
602,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,1,1,1,,,,3,1,2,,,,,,,,,1,,,
604,1,RS,B,,D,1,1,,1,,1,0,,,,1,1,1,,,,1,1,,1,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,,,,,1,,0,,,1,1,1,1,1,,,,1,1,2,,,,,,,,,,1,,
605,1,CE,B,,C,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,1,,,1,,0,,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,1,,1,1,,,1,0,2,1,,,,,,,,,,,
606,1,RJ,B,,D,1,1,,1,,,1,1,,,1,1,,,,,1,1,,,,,,1,,,1,1,1,,,1,,1,1,,,,1,1,,,,,1,,1,,,,1,1,,1,,,1,,,1,,,,1,0,,1,1,1,1,1,,1,,2,0,2,1,,,,,,,1,,,,
607,1,MG,B,,D,,1,,1,,,2,,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,1,1,,,,1,1,,1,1,,1,,1,,,,,0,,1,1,1,1,1,1,,1,,2,0,3,1,,,,,,,,,,,
617,1,DF,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,1,,,1,,1,,,1,,,,1,1,,,,,1,,1,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,,,,2,0,2,1,,,,,,,,,,,
618,1,MG,B,,C,,,,1,,1,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,,1,,,,2,1,2,1,,,,,,,,,,,
619,1,RS,B,,D,,1,,1,,,1,1,1,,1,,,,,1,1,1,,,,1,,1,,,1,,1,,,1,,,1,1,1,,1,1,,,,,1,,1,1,,,0,,,,,,1,,1,1,,,,1,0,,1,1,1,1,1,,,,2,0,2,1,,,,,,,,,,,
621,1,RS,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,1,1,,,,2,1,0,1,,,,,,,,,,,
622,1,RS,D,1,C,,,,1,,,0,,,,1,1,1,,,,1,1,,1,1,,,1,,,1,1,,,,1,,,1,,,,1,1,,,,,1,1,1,,,,1,1,,1,,,1,,,1,,,,0,,,1,,1,1,1,,,,2,0,2,1,,,,,,,,,,,
624,1,SP,B,,D,1,,,1,,,1,1,,,1,1,,,,,1,1,,,,,,,1,,0,,,,,,,,,,,,1,1,,,,,1,1,,1,,,0,,,,,,1,,,1,,1,,0,,1,1,1,1,1,1,,,,2,0,3,1,,,,,,,,,1,,
625,1,RJ,B,,D,,,,1,,,0,,,,1,,1,,,,1,1,,,,,,,1,,1,1,,,,1,1,,,,,,1,1,,,,,1,,1,,,,1,1,1,,,,1,,,,,1,,0,,,1,1,1,1,1,,1,,2,1,4,1,,,,,,1,,,,,
628,1,RS,B,,D,,1,1,1,,1,1,1,1,,1,1,1,,,,1,1,,,,,,,,1,1,1,,,,1,1,,,,1,,1,1,,1,,,1,1,1,1,,,1,1,,1,1,,1,,1,,1,,,0,,,1,1,1,1,1,1,,,2,0,3,1,,,,,,,,,,,
630,1,RJ,B,,D,1,,,1,,,0,,,,1,,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,1,,,,1,,1,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,1,1,,2,1,4,1,,,,,1,,,,,,
631,1,RS,B,,D,1,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,0,,,,,,0,,,,,,1,,1,,,1,,0,,,,,1,,1,,,,3,0,2,,,,,,,,,,1,,
633,1,RJ,B,,D,,1,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,,1,,,,0,,,,,,1,,1,,,,,0,,,1,1,1,1,1,,,,1,0,2,1,,1,,,,,,,,,
635,1,SP,D,1,D,,,,1,,,0,,,,1,,1,,,,1,,,,,,,,,1,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,1,,,0,,,,,,,0,,,1,1,1,,1,,,,2,1,2,1,,,,,,,,,,,
636,1,MG,B,,D,1,,,1,,,1,,,1,1,,1,,,1,1,,,1,,1,,1,1,,1,1,,,,0,,,,,,,1,1,,,,,1,,1,,,,1,1,,,,,1,,1,,,,1,1,0,,1,1,1,1,1,1,,,3,0,1,1,,,,,1,,,,,,
638,1,SP,A,1,D,,,1,1,,,1,1,,,1,1,1,,,,1,1,,,1,,,1,1,,1,1,1,,,1,1,,1,,1,,1,1,1,1,,,1,1,1,1,,,1,1,,1,1,,1,,1,1,1,,,0,,1,1,1,1,1,1,1,1,,1,0,2,1,1,,,,1,,,,,,
639,1,MG,B,,B,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,1,1,,1,,1,,,,3,0,2,1,,,1,1,,,,,,,
640,1,RJ,B,,D,,,,1,,1,0,,,,0,,,,,,1,1,,1,,,,,,,0,,,,,,,,,,,,1,1,,1,,1,1,1,1,,,,1,1,,1,,,1,,1,1,,,,0,,1,1,1,1,1,1,,,,1,0,2,1,,1,1,,,,,,,,
641,1,RS,B,,D,,,,,,1,1,,,1,1,,1,,,,1,1,,,,,,,,,1,1,1,,,1,1,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,1,,2,1,2,1,,,,,,,,,,,
647,1,CE,D,0,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,1,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,,,,2,0,2,,,1,,,,,,,,,
648,1,SP,A,0,A,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,,,1,,1,,,,3,0,0,,,1,,,,,,,,,
651,1,RJ,A,0,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,,,,3,0,2,,,,,,,,,1,,,
655,1,PE,B,,C,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,1,1,,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,,,,2,0,1,1,,,,,,,,,,,
657,1,PR,B,,C,,,,1,,,2,,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,,1,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,1,1,,,,,,,,,,,
659,1,SP,B,,C,,1,,1,,,1,,1,,1,1,1,,,,1,1,,,,,,,,,1,1,,1,,1,,,,,1,,1,1,,,,,1,,1,,,,1,1,,,1,,1,,,,1,,,0,,1,1,1,1,1,1,,,,2,0,2,1,,,,,,,,,,,
660,1,RS,E,1,D,,,,1,1,,0,,,,0,,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,1,,,1,,1,,,,0,,,,,,0,,,,,,,0,,,1,1,1,1,1,,,,2,0,3,1,,,,,,,,,,,
663,1,CE,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,1,,,0,,,,,,1,1,,,1,,0,,,,,,,0,,,,,1,,1,,,,2,0,0,1,,,,,,,,,,,
665,1,RJ,A,1,B,,,,1,,,0,,,,1,,,,,1,0,,,,,,,,,,0,,,,,,,,,,,,1,,,1,,,0,,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,0,1,,,,,,,,,1,,
666,1,RS,B,,D,,1,,1,,,0,,,,1,1,,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,1,,1,,,,,1,,0,,,1,1,1,1,1,,,,1,0,2,1,,,,,1,,,,,,
668,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,1,,,1,1,,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,1,1,,,,2,0,2,1,,,,,,,,,,,
669,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,1,1,,,,1,1,,,,,,1,1,,1,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,1,,1,,,,3,0,2,1,,,,,,,,,,,
696,1,PA,B,,D,,,,1,,,1,,1,,1,1,,1,,,1,1,,,,,,,,,1,,1,1,,1,,1,,1,,,1,1,,,,,1,1,,,,,1,,,,1,,1,,1,1,,,,1,0,1,1,1,1,1,1,1,,,2,0,2,1,,,,1,,,,,,,
702,1,SP,B,,C,1,1,,1,,,1,1,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,,1,,,,1,1,,1,,1,1,,,,,,,0,,,1,1,1,1,1,1,,,3,0,3,1,,,,,,,,1,,,
704,1,PR,B,,B,1,,,,,,2,,,,1,,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,,1,1,,,3,0,1,1,,,,,,,,,,,
708,1,SP,B,,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,1,1,,,,0,,,,,,,1,,,1,,,1,1,,,,,0,,,,,,0,,,,,,,0,,,1,1,1,1,1,,,,2,1,2,1,,1,1,1,,,,,,,
709,1,RJ,B,,A,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,,,1,,1,,,,3,1,0,1,,,,,,,,,,,
713,1,MG,B,,D,1,,,1,,,0,,,,1,1,1,,,,1,1,,,,,,,,,1,,1,,,1,,1,,,,,1,,,1,,,1,1,,,,,1,1,,,,,0,,,,,,,0,,,1,,1,,1,,,,1,0,1,1,,,,,,,,,,,
718,1,SP,D,0,D,1,,,1,,,0,,,,1,,,,1,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,0,,,,,,1,,,,,,0,,,,,,,0,,1,1,1,1,1,1,1,,,2,0,2,1,,,,,,,,,,,
724,1,RS,A,0,D,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,1,,,,,1,0,,,,,,,0,,,1,1,1,,1,,,,1,0,1,,,,1,1,,,,,,,
728,1,RJ,B,,D,1,,,1,,,0,,,,1,1,1,,,,1,1,,,,,,,,,0,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,0,,1,1,1,1,1,1,1,,,2,1,3,1,,,,,,,,,,,
730,1,DF,B,,D,,,,1,,,1,,,,0,,,,,,1,1,,,,,,1,1,,0,,,,,,,,,,,,1,1,,,,,1,,1,,,,0,,,,,,0,,,,,,,1,0,1,1,1,1,1,1,1,1,,3,0,3,1,,,,,,,,,,,
735,1,RJ,B,,C,,,,1,,,0,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,1,1,1,1,,,,,,0,0,1,1,,,,,,,,,,,
736,1,RS,A,0,C,,,,1,,,2,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,1,,,1,,,0,,,,,,1,1,,,,,0,,,,,,,0,,,,,1,,,,,,2,0,2,,,,,,,,,1,,,
