Id,BRA,EST,PER,FOC,EXP,FRW.ANG,FRW.BBO,FRW.EMB,FRW.JQU,FRW.KNO,FRW.OTH,MOD,MOD.AMD,MOD.COM,MOD.OTH,PKG,PKG.BOW,PKG.NPM,PKG.VOL,PKG.JAM,PKG.OTH,AUT,AUT.GRN,AUT.GER,AUT.ANT,AUT.MAK,AUT.CAK,AUT.JAK,AUT.RAK,AUT.BAS,AUT.OTH,TST,TST.UNI,TST.INT,TST.PER,TST.OTH,TST.FER,TST.FER.QUN,TST.FER.KAR,TST.FER.JAS,TST.FER.SIN,TST.FER.MOC,TST.FER.OTH,VER,VER.GIT,VER.MER,VER.SVN,VER.RAT,VER.OTH,PCS,PCS.LES,PCS.SAS,PCS.STY,PCS.ROO,PCS.OTH,CSS,CSS.TBS,CSS.TCO,CSS.FOU,CSS.PUR,CSS.OTH,TMP,TMP.DUS,TMP.HAN,TMP.MUS,TMP.JAD,TMP.FRW,TMP.OTH,LNG,LNG.CHO,PRO.MHT,PRO.MCS,PRO.MJS,PRO.CCS,PRO.CJS,PRO.OIM,PRO.CDU,PRO.CDR,PRO.OTH,BRW.SUP,BRW.DES,MOB,EDT.SUB,EDT.WEB,EDT.NOT,EDT.VST,EDT.DRW,EDT.VIM,EDT.EMA,EDT.TXM,EDT.NET,EDT.ECL,EDT.BRA,EDT.OTH
443,S,RJ,B,,C,1,1,1,1,,1,S,,1,,S,1,1,,1,,S,1,,,,,,,,1,N,,,,,,,,,,,,S,1,,,,,S,1,1,1,1,,S,,,1,,1,S,,,1,1,1,1,N,,1,1,1,1,1,1,,1,,3,A,2,1,,,,,,,,,,,
444,S,SC,B,,B,,,,1,,,N,,,,S,1,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,S,1,,,,1,N,,,,,,,N,,,,1,1,1,1,1,1,,2,A,2,1,,,,,,,,,,,
446,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,,,,,N,,,,,,N,,,,,,,N,,,1,,1,,1,,,,2,B,2,1,,,,,,,,,,,
447,S,ES,E,S,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,,,1,,N,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,1,1,1,1,,,,2,A,1,,,1,,1,,,1,,,,
449,S,CE,B,,D,1,,,1,1,,S,,1,,S,1,1,,,,S,1,,,,,,,,,S,1,,,,S,,,1,,,,S,1,,,,,S,1,1,,,,S,1,,1,,,S,,1,,1,1,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
450,S,SP,A,N,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,1,,S,1,,,1,,,N,,,,,1,,1,1,,,3,A,2,1,,,,,1,,,,,,
451,S,SP,B,,C,1,,,1,,,S,1,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,1,1,,,1,1,,,2,A,2,1,,,,,,,,,,,
453,S,SC,A,S,D,,1,,1,,,S,,1,,S,,1,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
454,S,SP,B,,C,,,,1,,,U,,,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,1,1,,,S,,1,,,,S,,,,,1,N,,,,,,,N,,1,1,1,1,1,1,,,,2,B,2,1,,1,,,,,,,,,
458,S,AL,E,S,B,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,,,,,,3,A,2,,,,,,,,,,,1,
464,S,AL,F,S,D,,1,,1,,,S,,1,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,N,,,,,,S,,1,,,,,N,,,1,1,1,1,,,,,3,A,1,,1,,,,,,,,,,
465,S,RJ,F,S,C,,,,1,,,N,,,,N,,,,,,S,,,,,,,,1,1,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,,,,,1,N,,,,,,,N,,1,1,1,1,1,1,,,,3,B,2,1,,1,,,1,,,,,,1
470,S,MG,A,N,A,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,2,1,,1,,,,,,,,,
471,S,RJ,B,,A,,,,,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,,1,,,,3,B,2,1,,,,,,,,,,,
473,S,PE,B,,B,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,S,1,,,,N,,,,,,,S,1,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,,,1,,1,,,,2,A,0,1,,,,1,,,,,,,
476,S,RJ,A,S,D,1,,,1,1,,S,1,,,S,1,1,,,,S,1,,,,,1,,,,S,1,,,,S,1,,1,,,,S,1,,,,,S,1,,,,,S,1,,,,,S,,1,,,1,,S,A,1,1,1,1,1,1,1,,,2,A,2,1,1,,1,,,,,,,,
478,S,PE,B,,A,,,,1,,,N,,,,S,1,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,1,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
481,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,1,,,,S,,,1,1,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,1,,,,,,,
482,S,RJ,A,N,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,N,,,,,,N,,,,,,,N,,1,1,,1,,1,,,,1,A,1,,,,1,,,,,,,,
484,S,BA,B,,D,1,,,1,,1,S,1,,,S,1,,,,,S,1,,,,,,,,,S,1,1,1,,S,1,1,1,,,,S,1,,,,,S,1,1,,,,S,1,1,,,,S,,1,,1,1,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,1,,,,,,
485,S,PE,B,,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,S,,,1,,N,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,B,2,1,,,,,,,,,,,
486,S,SP,E,S,B,1,,,1,,,S,,1,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,1,,1,1,1,1,,,2,A,2,1,,1,,1,,,,,,,
487,S,SP,B,,D,1,,,1,,,S,,1,,S,,1,,,,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,,,,,S,1,,1,,1,N,,,,,,,N,,,1,1,1,1,1,1,,,2,A,2,1,,1,,,,,,1,,,1
489,N,,B,,D,,1,,1,,,S,1,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,S,1,,1,1,,S,,1,1,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,1,,,,,,,,,,
491,S,SP,B,,A,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,B,2,1,,,,,,,,,,,
492,S,SP,B,,C,1,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,1,,,S,,1,,,,,N,,,1,1,1,,1,,,,2,A,2,1,,,,,,,1,,,,
495,S,RS,B,,D,1,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,1,,,N,,,,,,S,,,,1,,1,S,A,,1,1,1,1,1,,,,3,A,2,1,,1,,,,,,,,,
496,S,SC,B,,D,1,,,1,,,S,1,,,S,,1,,,,S,1,,,,,,,1,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,1,,,2,A,2,1,,,,,1,,,,,,
499,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,,,1,,N,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,B,1,1,,,,1,,,,,,,
502,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,,,1,1,1,,,,2,A,3,1,,,,,,,,,,,
503,S,SP,B,,C,1,,,1,,,U,,,,N,,,,,,S,1,,,,,,1,1,,S,,,1,,N,,,,,,,S,1,,,,,S,1,1,1,,,S,1,,1,,,S,,1,,,,,S,A,,1,1,1,1,1,1,,,1,A,2,1,,,,,,,,,,,
504,S,SP,B,,B,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,,,1,,N,,,,,,,S,,,,,1,S,1,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,3,1,,,,,,,,,,,
505,S,SC,A,N,D,1,,,,,,S,,1,,S,1,1,,,,S,1,,,,,,,1,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,3,A,2,1,,1,,,,,,,,,
506,S,SP,E,S,B,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,1,1,,1,,,,1,B,2,,,,,1,,,,,,,
508,S,SP,B,,D,1,,,1,,,S,1,1,,S,1,1,,,,S,1,,,,,,1,,,N,,,,,,,,,,,,S,1,,1,,,S,1,1,,,,S,1,,1,1,,S,,1,,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
510,S,ES,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,,1,,,,2,B,2,1,,,,,,,,,,,
512,S,SP,B,,D,1,1,,1,,,N,,,,S,,1,,,,S,1,,,,,,1,,,S,1,1,1,,S,,,1,,,,S,1,,,,,S,1,1,,,,S,1,,1,1,,S,,,,,1,,N,,,1,1,1,1,1,,1,,2,A,3,1,,,,,1,,,,,,
513,S,SP,B,,D,,,,1,,,N,,,,S,1,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,,1,,N,,,,,,,N,,,1,1,1,1,1,,,,2,B,2,1,,,,,,,,,,,
515,S,SC,E,S,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,,,,,S,1,,1,1,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
516,S,PE,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,,1,,,,2,B,0,1,,,,1,,,,,,,
517,S,SP,B,,C,,,,1,,,U,,,,N,,,,,,S,,,,,,,,,1,S,,1,,,N,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,1,1,,,,1,B,2,1,,,,,,,,,,,
531,S,SP,E,S,D,,1,,1,,,S,1,,,N,,,,,,N,,,,,,,,,,S,1,1,1,,N,,,,,,,S,1,,,,,S,1,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
535,S,SP,E,S,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,1,1,,,,3,B,3,,,,,,,,,,,,1
538,S,SP,B,,B,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,,,1,,1,,,,2,A,4,1,,1,,,,,,,,,
540,S,SP,E,S,C,,,,1,,,N,,,,N,,,,,,S,,,,,,,,,1,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,1,A,2,1,,,,1,,,,,,,
541,S,SP,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,1,1,,1,,,,1,B,4,1,,,,,,,,,,,
546,S,SP,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,4,1,,,,,,,,,,,
548,S,SP,B,,C,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,,,1,,1,,,,1,A,2,1,,,,1,,,,,,,
550,S,DF,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,1,,,3,A,2,1,,,,,,,,,,,
552,N,,B,,D,,,,1,,,N,,,,S,1,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,1,1,,N,,,,,,,N,,1,1,,1,,1,,,,2,A,2,1,,,,,,,,,,1,
557,S,MG,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,S,1,,1,,,S,,,,,1,,N,,,1,1,1,,1,,,1,3,A,2,1,,,,1,,,,,,,
560,S,GO,B,,D,1,,,1,,1,U,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,,,,,S,1,,,,1,S,,1,,,1,,N,,,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
570,S,RS,B,,D,,,,1,,,S,1,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,1,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,1,1,1,1,,2,B,4,1,,,,,,,,,,,
576,S,SP,B,,D,,1,,1,,,S,1,1,1,S,1,1,,,,S,1,,,,,,,,,S,1,,1,,S,1,,1,,1,,S,1,,,,,S,,1,,,,S,1,,1,1,,S,,1,,1,,1,N,,1,1,1,1,1,1,1,1,,1,A,2,1,,,,,,,,,,,
581,S,PE,B,,D,,,,1,,,S,,,1,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,1,,S,1,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,A,2,1,,,,,,,1,,,,
585,S,MS,B,,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,,1,,,,S,1,,1,,,N,,,,,,,N,,1,1,,1,,1,,,,2,A,1,1,,,,,,,,,,,
587,S,RJ,A,N,D,,,,1,,,N,,,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,1,,S,,1,,,,,N,,,1,1,1,1,1,1,,,2,A,1,1,,,1,,,,,,,,
588,S,RJ,F,N,A,,,,1,,,N,,,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
591,S,RJ,A,N,A,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,1,,2,A,1,,,,1,,,,,,,,
595,S,BA,E,S,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,,,1,N,,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,3,,,,1,,,,,,,,
596,S,PR,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,S,1,,,,,N,,,,,,,N,,,1,,1,,1,,,,1,A,2,1,,,,,,,,,,,
597,S,SP,B,,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,1,,,S,1,,,,,N,,,,,,,N,,,,,,,1,,,,3,A,2,1,,,,,,,,,,,
600,S,RS,A,N,D,,,,1,,1,S,1,,,S,,1,,,,S,1,,,,,,,,,S,1,,,,S,1,,,1,,,S,1,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,,1,,,,2,B,2,,,,,,,,,,1,,
602,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,1,1,,,,3,B,2,,,,,,,,,1,,,
604,S,RS,B,,D,1,1,,1,,1,N,,,,S,1,1,,,,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,S,,,,,1,,N,,,1,1,1,1,1,,,,1,B,2,,,,,,,,,,1,,
605,S,CE,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,,,1,,N,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,,1,1,,,1,A,2,1,,,,,,,,,,,
606,S,RJ,B,,D,1,1,,1,,,S,1,,,S,1,,,,,S,1,,,,,,1,,,S,1,1,,,S,,1,1,,,,S,1,,,,,S,,1,,,,S,1,,1,,,S,,,1,,,,S,A,,1,1,1,1,1,,1,,2,A,2,1,,,,,,,1,,,,
607,S,MG,B,,D,,1,,1,,,U,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,1,,,,S,1,,1,1,,S,,1,,,,,N,,1,1,1,1,1,1,,1,,2,A,3,1,,,,,,,,,,,
617,S,DF,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,,,1,,S,,,1,,,,S,1,,,,,S,,1,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,2,1,,,,,,,,,,,
618,S,MG,B,,C,,,,1,,1,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,,1,,,,2,B,2,1,,,,,,,,,,,
619,S,RS,B,,D,,1,,1,,,S,1,1,,S,,,,,1,S,1,,,,1,,1,,,S,,1,,,S,,,1,1,1,,S,1,,,,,S,,1,1,,,N,,,,,,S,,1,1,,,,S,A,,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
621,S,RS,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,1,1,,,,2,B,0,1,,,,,,,,,,,
622,S,RS,D,S,C,,,,1,,,N,,,,S,1,1,,,,S,1,,1,1,,,1,,,S,1,,,,S,,,1,,,,S,1,,,,,S,1,1,,,,S,1,,1,,,S,,,1,,,,N,,,1,,1,1,1,,,,2,A,2,1,,,,,,,,,,,
624,S,SP,B,,D,1,,,1,,,S,1,,,S,1,,,,,S,1,,,,,,,1,,N,,,,,,,,,,,,S,1,,,,,S,1,,1,,,N,,,,,,S,,,1,,1,,N,,1,1,1,1,1,1,,,,2,A,3,1,,,,,,,,,1,,
625,S,RJ,B,,D,,,,1,,,N,,,,S,,1,,,,S,1,,,,,,,1,,S,1,,,,S,1,,,,,,S,1,,,,,S,,1,,,,S,1,1,,,,S,,,,,1,,N,,,1,1,1,1,1,,1,,2,B,4,1,,,,,,1,,,,,
628,S,RS,B,,D,,1,1,1,,1,S,1,1,,S,1,1,,,,S,1,,,,,,,,1,S,1,,,,S,1,,,,1,,S,1,,1,,,S,1,1,1,,,S,1,,1,1,,S,,1,,1,,,N,,,1,1,1,1,1,1,,,2,A,3,1,,,,,,,,,,,
630,S,RJ,B,,D,1,,,1,,,N,,,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,1,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,1,,2,B,4,1,,,,,1,,,,,,
631,S,RS,B,,D,1,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,N,,,,,,S,,1,,,1,,N,,,,,1,,1,,,,3,A,2,,,,,,,,,,1,,
633,S,RJ,B,,D,,1,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,N,,,,,,S,,1,,,,,N,,,1,1,1,1,1,,,,1,A,2,1,,1,,,,,,,,,
635,S,SP,D,S,D,,,,1,,,N,,,,S,,1,,,,S,,,,,,,,,1,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,1,1,1,,1,,,,2,B,2,1,,,,,,,,,,,
636,S,MG,B,,D,1,,,1,,,S,,,1,S,,1,,,1,S,,,1,,1,,1,1,,S,1,,,,N,,,,,,,S,1,,,,,S,,1,,,,S,1,,,,,S,,1,,,,1,S,A,,1,1,1,1,1,1,,,3,A,1,1,,,,,1,,,,,,
638,S,SP,A,S,D,,,1,1,,,S,1,,,S,1,1,,,,S,1,,,1,,,1,1,,S,1,1,,,S,1,,1,,1,,S,1,1,1,,,S,1,1,1,,,S,1,,1,1,,S,,1,1,1,,,N,,1,1,1,1,1,1,1,1,,1,A,2,1,1,,,,1,,,,,,
639,S,MG,B,,B,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,,1,,1,,,,3,A,2,1,,,1,1,,,,,,,
640,S,RJ,B,,D,,,,1,,1,N,,,,N,,,,,,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,1,,1,S,1,1,,,,S,1,,1,,,S,,1,1,,,,N,,1,1,1,1,1,1,,,,1,A,2,1,,1,1,,,,,,,,
641,S,RS,B,,D,,,,,,1,S,,,1,S,,1,,,,S,1,,,,,,,,,S,1,1,,,S,1,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,1,,2,B,2,1,,,,,,,,,,,
647,S,CE,D,N,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,2,,,1,,,,,,,,,
648,S,SP,A,N,A,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,,,1,,1,,,,3,A,0,,,1,,,,,,,,,
651,S,RJ,A,N,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,3,A,2,,,,,,,,,1,,,
655,S,PE,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,1,1,,,,,,,,,,,
657,S,PR,B,,C,,,,1,,,U,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,1,1,,,,,,,,,,,
659,S,SP,B,,C,,1,,1,,,S,,1,,S,1,1,,,,S,1,,,,,,,,,S,1,,1,,S,,,,,1,,S,1,,,,,S,,1,,,,S,1,,,1,,S,,,,1,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
660,S,RS,E,S,D,,,,1,1,,N,,,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,3,1,,,,,,,,,,,
663,S,CE,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,1,,N,,,,,,,N,,,,,1,,1,,,,2,A,0,1,,,,,,,,,,,
665,S,RJ,A,S,B,,,,1,,,N,,,,S,,,,,1,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,0,1,,,,,,,,,1,,
666,S,RS,B,,D,,1,,1,,,N,,,,S,1,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,1,,S,,,,,1,,N,,,1,1,1,1,1,,,,1,A,2,1,,,,,1,,,,,,
668,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,S,1,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
669,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,1,,,,S,1,,,,,,S,1,,1,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,,1,,,,3,A,2,1,,,,,,,,,,,
696,S,PA,B,,D,,,,1,,,S,,1,,S,1,,1,,,S,1,,,,,,,,,S,,1,1,,S,,1,,1,,,S,1,,,,,S,1,,,,,S,,,,1,,S,,1,1,,,,S,A,1,1,1,1,1,1,1,,,2,A,2,1,,,,1,,,,,,,
702,S,SP,B,,C,1,1,,1,,,S,1,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,1,,1,S,,,,,,,N,,,1,1,1,1,1,1,,,3,A,3,1,,,,,,,,1,,,
704,S,PR,B,,B,1,,,,,,U,,,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,1,,,3,A,1,1,,,,,,,,,,,
708,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,1,,,,N,,,,,,,S,,,1,,,S,1,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,B,2,1,,1,1,1,,,,,,,
709,S,RJ,B,,A,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,,,1,,1,,,,3,B,0,1,,,,,,,,,,,
713,S,MG,B,,D,1,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,S,,1,,,S,,1,,,,,S,,,1,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,1,,1,,1,,,,1,A,1,1,,,,,,,,,,,
718,S,SP,D,N,D,1,,,1,,,N,,,,S,,,,1,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
